Index,Overall,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
1474,76,59,80,61,74,73,79,76,66,56,78,75,69,77,78,73,77,60,68,64,70,61,30,80,71,75,76,32,36,32
1475,76,77,53,70,74,54,73,72,71,63,74,79,83,78,71,91,85,81,91,61,67,89,70,60,72,40,64,72,69,73
1476,76,71,59,68,80,65,74,62,74,78,75,48,33,72,76,72,77,76,68,65,77,65,78,68,79,66,81,79,73,73
1477,76,76,70,63,74,75,75,77,75,70,79,69,68,76,77,72,74,63,68,65,78,59,55,74,78,76,73,42,34,35
1478,76,76,55,63,75,43,77,66,51,62,80,70,74,79,75,68,47,35,79,55,39,62,71,65,53,68,60,68,77,75
1479,76,75,49,59,72,27,75,72,52,64,73,87,91,73,72,74,79,65,88,75,66,82,71,64,70,36,74,72,73,74
1481,76,68,20,73,67,25,53,34,33,71,63,60,69,61,75,57,44,63,73,83,27,79,76,39,51,56,67,77,73,75
1482,76,73,65,50,72,61,80,69,52,65,79,90,92,90,68,78,72,66,80,68,69,70,43,69,66,60,72,40,50,42
1483,76,74,59,70,75,39,74,62,46,71,77,75,74,68,72,65,59,67,75,70,41,66,71,74,69,49,72,73,78,77
1484,76,67,75,76,70,76,74,41,71,57,71,72,76,71,69,72,84,78,77,82,72,73,23,74,71,70,73,31,20,24
1485,76,74,49,74,72,50,71,68,66,64,75,50,51,66,80,64,66,79,70,73,57,85,81,70,66,64,76,79,82,79
1486,76,75,60,60,75,59,76,84,77,72,73,88,82,87,82,83,70,64,84,67,61,70,62,72,73,67,80,76,74,77
1487,76,35,28,76,65,32,56,29,28,47,69,66,66,40,70,54,48,84,65,87,27,76,74,35,34,47,69,71,79,73
1488,76,61,58,65,76,51,65,79,70,75,76,64,35,68,74,60,61,68,85,67,62,76,78,70,75,51,71,75,74,65
1489,76,66,74,55,72,63,81,63,46,53,77,91,95,84,73,75,66,69,79,60,64,43,31,71,65,67,66,26,35,33
1490,76,70,70,49,80,65,80,70,75,76,80,77,84,80,58,76,72,40,68,51,71,63,35,66,74,56,68,58,55,43
1491,76,74,71,67,72,70,81,83,79,71,78,77,75,79,72,56,78,64,70,73,77,50,57,75,68,75,72,42,55,51
1492,76,66,68,66,78,53,70,54,61,74,77,60,53,70,80,77,65,64,79,71,61,88,73,75,72,64,80,70,72,70
1494,76,40,30,78,68,55,58,31,36,74,62,59,60,38,74,36,72,74,65,77,59,79,75,29,62,37,63,72,78,74
1495,76,52,30,75,72,27,62,33,30,61,67,58,61,58,70,67,48,75,68,76,27,72,77,40,57,38,79,77,78,76
1496,76,68,76,75,72,81,76,84,76,69,80,71,72,85,74,78,78,73,72,58,74,52,40,77,80,82,83,54,46,27
1497,76,70,67,49,78,72,81,72,70,65,78,76,75,79,71,84,68,66,81,68,74,59,32,73,74,70,78,31,34,27
1498,76,55,40,55,79,48,59,58,59,70,71,77,73,78,73,88,68,69,90,64,64,63,79,65,65,56,80,73,77,74
1499,76,34,18,73,62,15,50,20,18,54,55,62,68,61,72,41,48,76,65,88,38,75,75,22,22,35,62,74,78,74
1500,76,69,75,57,75,66,81,63,42,63,75,88,78,84,75,66,72,51,83,66,73,44,57,75,69,69,75,65,33,23
1501,76,77,71,68,76,68,78,79,76,70,77,70,75,76,68,69,78,55,80,69,75,68,40,74,76,60,73,38,54,45
1502,76,68,70,77,78,68,75,63,50,73,75,61,67,68,74,55,76,69,83,78,68,82,71,73,73,59,77,69,75,71
1503,76,63,49,58,77,37,65,40,32,75,77,65,76,61,70,60,73,66,70,87,62,78,74,59,70,54,67,73,74,73
1504,76,43,34,81,66,37,49,33,40,66,54,53,61,49,76,40,65,64,62,85,30,68,81,33,47,43,75,73,81,71
1505,76,60,64,56,78,38,74,62,36,74,76,76,69,76,74,79,70,79,79,66,64,79,76,68,76,50,70,72,74,70
1506,76,35,33,78,71,18,49,34,31,59,70,63,74,64,75,60,62,68,64,77,35,69,78,35,46,38,70,77,79,71
1507,76,63,82,71,62,72,74,65,57,45,70,82,84,79,67,65,79,84,65,73,65,62,18,78,56,70,71,32,18,13
1508,76,77,44,75,77,59,62,64,51,62,75,69,71,67,76,67,61,71,77,73,53,74,77,56,52,55,62,70,80,79
1509,76,76,73,63,77,73,78,76,70,71,79,75,73,78,72,74,70,60,71,60,73,60,39,76,74,71,73,38,41,41
1511,76,80,62,49,76,44,75,82,59,66,76,83,84,77,75,80,65,66,82,64,61,56,74,72,68,62,74,71,72,73
1512,76,49,80,84,72,68,69,58,42,48,75,45,46,63,76,59,82,64,65,87,64,74,41,78,65,76,75,31,41,13
1513,76,49,36,78,73,44,25,34,65,56,73,50,40,54,61,65,72,77,50,75,41,79,72,39,46,46,68,74,79,78
1514,76,33,31,79,61,35,41,46,37,62,55,62,61,70,60,54,65,83,63,79,37,77,74,41,41,53,67,76,77,86
1515,76,74,63,45,73,62,84,67,60,59,79,86,79,86,76,82,70,63,66,49,65,38,30,68,69,59,68,43,28,37
1516,76,70,73,69,74,76,78,75,73,73,80,72,71,77,72,75,78,74,72,63,74,70,45,70,75,77,72,58,35,23
1517,76,18,17,77,59,23,37,35,29,54,63,49,55,45,65,51,27,75,73,85,15,83,71,20,41,30,60,76,78,76
1519,76,69,68,31,69,54,84,70,58,60,79,88,87,88,70,79,81,52,68,59,71,41,25,69,72,58,62,29,30,23
1520,76,76,61,68,77,72,86,82,72,67,87,79,78,79,68,75,76,68,73,75,72,50,30,62,68,72,70,41,42,34
1521,76,59,49,62,79,43,69,66,46,78,79,47,53,61,70,73,64,60,68,65,55,79,73,60,68,50,63,77,79,73
1522,76,73,64,34,74,56,80,67,71,66,81,78,66,82,71,84,68,55,73,49,71,41,27,70,77,58,78,44,31,24
1523,76,75,49,80,76,49,76,52,58,69,77,75,75,73,73,67,62,89,81,67,39,70,81,66,61,51,71,74,74,68
1524,76,69,76,59,79,59,82,77,69,72,80,76,75,78,70,79,79,59,71,63,74,62,69,73,73,65,72,69,72,70
1525,76,49,58,70,73,54,65,60,54,71,72,62,58,64,80,62,77,77,83,77,70,66,86,56,58,68,72,70,78,76
1526,76,77,70,72,73,56,76,62,56,71,75,83,83,76,72,75,70,73,83,74,69,70,69,77,67,60,74,69,75,72
1527,76,72,71,43,73,55,82,62,71,70,80,85,77,88,69,83,70,70,74,55,76,37,24,67,66,58,63,54,31,25
1528,76,79,50,59,77,53,78,73,49,66,77,78,78,76,79,71,62,65,75,68,46,61,76,62,66,59,74,69,74,70
1529,76,72,52,68,73,55,71,61,62,71,77,81,82,72,74,77,54,51,77,61,53,64,73,61,71,63,72,80,74,73
1530,76,74,66,62,81,70,78,74,67,77,78,73,69,76,72,71,72,66,71,64,75,64,60,75,75,56,74,56,62,58
1531,76,66,65,45,74,54,79,59,47,64,78,90,88,89,70,83,75,62,72,69,71,74,66,70,72,53,75,50,60,54
1533,76,78,74,49,77,59,81,75,58,64,76,76,68,83,73,76,81,62,67,60,71,58,37,72,74,72,65,34,38,36
1534,76,44,28,78,67,24,42,38,37,60,60,60,79,59,71,44,41,65,79,87,31,82,68,28,32,33,68,75,75,79
1535,76,51,65,64,77,47,75,46,44,72,75,76,72,69,69,60,73,54,71,72,73,76,82,60,58,49,74,80,77,72
1536,76,74,34,68,70,59,73,64,38,69,76,78,80,77,72,74,52,70,82,66,43,55,75,68,59,45,73,74,77,75
1537,76,55,78,70,73,70,81,71,57,47,82,79,86,78,70,65,72,62,65,62,74,65,22,74,54,66,65,52,31,17
1538,76,67,65,40,69,61,81,71,73,57,77,93,92,93,64,91,76,67,70,40,76,74,21,74,70,62,79,31,30,26
1539,76,73,76,71,72,68,75,74,59,62,77,70,78,77,74,68,79,71,54,72,74,75,48,78,70,67,73,40,37,28
1540,76,73,57,63,80,71,73,74,71,79,77,65,64,65,75,72,76,47,89,78,69,80,70,63,73,68,76,69,71,70
1541,76,76,70,49,72,74,79,84,83,64,81,78,74,77,72,82,83,64,69,61,79,32,31,69,80,68,79,38,36,28
1542,76,46,71,78,70,72,71,48,46,53,74,67,73,75,76,66,79,75,71,84,68,68,35,78,70,72,80,31,36,28
1543,76,68,63,67,79,67,70,74,78,78,78,61,60,67,71,61,77,68,80,72,74,71,74,66,78,75,74,71,72,72
1545,76,82,49,72,76,64,74,59,68,74,74,65,66,68,75,68,85,71,78,77,76,79,79,71,68,66,75,68,75,75
1546,76,58,54,58,75,58,66,59,47,77,75,58,55,74,75,75,67,68,77,66,68,73,76,56,68,68,74,73,78,71
1547,76,69,40,65,70,60,75,70,28,53,73,93,93,85,75,76,73,86,86,66,51,76,68,70,68,38,72,72,75,72
1548,76,68,64,64,77,50,71,58,41,75,73,68,70,66,77,60,75,69,93,79,73,84,75,69,73,57,76,65,71,69
1550,76,75,72,58,69,72,82,47,55,54,76,93,92,92,71,91,76,93,73,69,68,38,26,72,66,60,74,25,31,25
1551,76,55,31,75,61,44,49,38,39,62,54,61,67,44,67,41,55,57,52,89,44,88,71,34,43,51,74,81,77,71
1552,76,58,61,68,77,43,66,44,56,72,75,59,58,60,69,60,77,71,80,79,69,69,75,56,76,55,70,75,76,70
1553,76,68,49,81,65,20,55,45,24,60,67,62,65,62,70,50,57,83,81,77,14,76,76,56,51,66,68,76,76,75
1554,76,73,71,39,77,74,73,73,72,74,77,76,73,85,72,75,79,55,74,53,77,59,38,73,76,69,74,51,49,38
1555,76,36,25,77,73,36,60,33,29,49,71,66,69,53,72,48,61,85,74,80,29,71,72,30,41,45,67,71,77,76
1558,76,74,71,48,78,70,76,77,79,75,78,76,70,87,72,91,77,59,69,31,75,53,48,68,77,81,69,57,38,36
1559,76,67,80,74,66,71,76,66,69,53,74,79,86,83,70,79,76,74,76,49,73,62,28,80,65,70,75,34,22,23
1560,76,58,54,64,74,53,67,46,41,69,68,69,68,64,74,72,61,64,89,75,54,85,75,58,64,41,70,75,79,76
1561,76,76,65,30,80,69,77,81,76,76,79,74,67,82,75,78,71,90,85,63,69,69,67,68,76,66,74,51,44,61
1562,76,71,34,73,64,35,67,57,43,59,71,74,79,67,67,66,50,81,75,77,42,78,76,55,55,43,66,75,76,77
1563,76,47,50,66,82,69,75,66,51,78,76,68,68,70,73,75,84,65,74,76,66,87,70,66,65,66,77,71,73,74
1564,76,61,34,73,80,48,76,64,40,76,76,75,77,68,69,53,75,71,80,88,55,67,78,62,76,46,78,68,72,61
1565,76,51,41,74,72,36,66,36,33,68,69,65,62,65,66,59,67,82,73,74,54,91,70,44,45,44,73,75,77,76
1566,76,74,72,83,73,66,79,66,60,65,75,82,86,84,74,76,75,89,70,84,72,77,40,76,68,73,70,50,56,53
1567,76,66,55,27,80,72,70,77,70,74,80,69,61,74,74,91,79,68,68,67,73,81,80,65,79,64,73,71,71,61
1568,76,77,38,74,76,53,66,71,69,57,68,67,75,64,71,70,82,72,88,74,72,70,78,59,63,43,64,60,77,76
1569,76,71,69,60,77,72,77,77,69,72,78,76,67,78,72,90,75,74,62,50,77,87,42,72,77,66,76,44,42,47
1570,76,74,52,56,78,66,78,72,64,76,78,78,75,82,74,85,82,78,88,76,70,74,62,62,74,64,74,82,72,72
1571,75,34,20,74,62,19,44,49,21,64,60,38,41,49,72,63,68,69,48,67,40,70,81,29,46,35,68,77,80,76
1572,75,62,60,58,76,50,78,62,42,72,76,76,74,74,74,69,79,63,76,78,78,76,71,72,70,56,70,65,72,68
1573,75,31,39,73,58,26,48,25,27,43,56,65,68,60,74,57,48,83,78,76,37,72,79,32,33,31,59,75,76,79
1574,75,74,55,59,73,61,73,72,54,66,69,76,79,74,72,86,74,73,89,77,58,81,72,68,65,48,71,70,75,76
1575,75,40,43,79,70,27,55,27,31,60,62,37,43,57,73,43,45,80,72,84,39,66,72,42,49,34,67,77,75,69
1576,75,65,62,58,78,62,73,66,55,73,75,74,73,80,76,83,72,65,87,73,69,74,72,68,74,51,77,67,68,65
1577,75,75,75,45,72,52,78,63,52,74,76,77,82,79,70,77,53,43,58,43,42,55,60,69,68,53,55,69,70,70
1578,75,72,75,59,71,66,81,57,66,65,77,81,80,78,71,82,77,69,68,64,76,49,41,72,66,73,63,50,36,29
1579,75,29,16,76,74,21,35,27,22,33,71,66,68,44,65,60,39,72,67,78,17,74,79,23,30,31,56,62,77,76
1580,75,62,67,74,76,63,68,47,43,71,74,62,67,63,76,53,70,74,90,69,65,76,75,72,72,48,67,67,71,66
1581,75,68,72,80,73,60,77,77,62,66,77,84,75,92,72,95,75,93,77,42,71,74,28,73,71,79,74,55,39,37
1582,75,69,69,60,76,69,74,72,72,74,76,68,71,74,70,75,74,65,68,55,70,52,40,75,74,67,74,55,55,53
1583,75,72,71,43,74,51,75,74,77,67,77,76,76,75,69,63,71,44,72,55,69,36,60,73,74,61,67,28,27,29
1584,75,71,56,49,77,67,75,68,68,73,73,77,75,78,79,68,74,48,82,67,76,66,63,73,75,57,80,67,73,70
1585,75,71,70,35,69,69,80,84,74,64,78,87,82,86,71,86,85,62,71,34,87,67,33,70,65,72,70,52,30,22
1586,75,42,23,76,68,29,44,30,36,74,59,60,67,50,70,54,64,70,68,77,30,73,74,18,45,54,66,75,79,76
1587,75,75,65,58,77,66,77,70,62,74,75,74,75,82,73,62,55,64,58,60,57,47,44,67,77,64,76,23,56,48
1589,75,37,80,78,62,69,63,61,62,49,70,67,68,68,76,65,78,82,69,73,73,51,28,74,62,72,69,37,25,19
1590,75,66,68,58,73,65,78,82,84,70,77,88,81,92,72,91,85,58,72,37,78,67,42,69,76,65,73,43,44,47
1591,75,41,28,75,66,31,40,29,27,51,57,45,48,31,72,32,56,68,56,92,24,75,68,28,30,20,69,76,77,73
1592,75,68,73,66,71,73,75,71,75,65,76,76,78,84,72,76,76,84,77,76,69,69,31,75,68,73,76,35,30,26
1593,75,52,39,76,67,44,59,60,35,50,66,67,72,63,76,59,63,68,76,74,43,75,74,52,54,49,67,76,76,68
1594,75,78,68,64,76,73,79,78,76,76,79,62,59,73,75,56,75,74,65,73,75,63,53,72,72,63,73,35,58,54
1595,75,76,55,61,74,61,83,71,48,70,79,87,86,77,75,82,75,69,78,69,71,65,67,68,71,49,74,65,74,73
1596,75,44,20,74,68,37,47,46,44,66,66,34,32,34,68,36,62,67,54,81,48,75,76,45,47,48,73,74,80,74
1597,75,68,61,62,80,54,65,76,78,76,78,63,42,66,74,72,76,61,70,65,73,80,72,53,75,72,69,62,75,68
1598,75,59,48,78,74,38,69,42,50,72,73,53,65,62,69,43,65,75,74,86,57,86,74,59,65,52,72,75,75,73
1599,75,45,30,76,71,37,50,62,65,66,64,31,42,35,75,31,80,62,67,91,68,77,74,26,48,39,67,62,81,71
1600,75,71,68,48,76,64,80,73,78,72,76,74,75,80,71,72,77,61,73,38,75,46,59,63,77,66,76,55,53,42
1601,75,71,70,43,74,73,76,80,72,67,76,78,71,80,69,73,75,63,64,55,72,41,41,77,77,73,79,42,52,50
1602,75,56,55,62,78,50,67,45,44,76,75,63,68,59,65,58,64,70,80,66,50,76,75,52,58,55,74,73,74,71
1603,75,44,38,69,76,49,68,40,45,73,75,52,51,50,75,44,59,80,53,86,53,78,78,47,68,56,79,77,77,67
1604,75,78,41,71,70,50,67,76,33,69,72,73,75,68,71,69,61,78,85,71,54,78,74,54,62,44,69,68,76,74
1605,75,49,48,67,75,36,65,36,33,74,70,46,40,41,70,34,63,60,79,79,67,77,78,55,67,47,67,72,79,65
1606,75,59,75,72,59,72,74,63,53,50,75,72,77,73,74,65,78,73,72,70,67,66,54,78,52,61,81,30,40,38
1607,75,69,68,52,76,66,76,69,64,69,78,67,71,82,68,67,69,64,77,68,73,59,58,69,78,70,71,29,54,50
1609,75,74,64,61,76,63,76,76,78,75,78,73,76,80,75,72,71,68,63,68,70,70,36,71,74,71,68,44,42,33
1610,75,75,49,46,76,30,76,68,44,54,76,77,69,77,77,75,54,75,77,59,40,75,70,68,59,49,74,71,78,77
1611,75,70,68,51,78,66,70,79,72,71,78,67,66,76,77,79,73,48,76,58,70,68,68,72,73,70,71,55,65,53
1612,75,73,65,39,72,58,80,64,63,61,80,86,80,87,70,79,72,80,75,53,67,30,30,72,67,57,68,17,26,24
1614,75,69,37,66,72,53,59,56,42,69,69,68,69,68,75,68,70,83,78,75,55,65,78,55,55,54,69,76,75,78
1615,75,69,30,77,66,32,60,59,38,60,64,60,69,51,69,51,70,73,60,82,60,72,73,49,47,39,66,75,73,74
1616,75,75,62,47,82,65,80,64,57,78,78,78,75,63,72,67,70,48,64,68,74,74,58,62,76,60,76,64,68,66
1617,75,80,67,57,77,69,75,82,76,73,77,66,63,71,74,66,78,63,65,58,78,59,48,73,78,71,74,52,46,40
1618,75,74,69,22,75,68,79,76,76,73,75,77,72,77,72,76,77,53,71,53,73,75,22,66,72,74,75,31,44,30
1619,75,71,34,73,70,29,58,31,38,71,68,67,73,56,69,63,39,71,87,79,28,73,76,46,62,35,64,77,76,72
1622,75,68,71,47,73,68,79,72,69,69,73,82,81,85,70,84,70,73,83,31,69,69,35,70,70,68,71,41,27,34
1623,75,60,80,75,72,75,74,67,64,68,75,74,68,79,68,78,74,80,66,58,72,60,27,73,75,80,70,30,33,33
1624,75,58,79,67,69,71,73,34,57,43,76,68,72,73,75,66,75,68,42,62,70,27,12,77,56,69,62,43,13,20
1625,75,58,23,74,60,19,41,38,29,61,51,33,30,34,68,48,60,74,34,77,53,80,79,27,41,49,77,82,78,74
1626,75,77,70,43,76,80,75,76,76,74,76,77,77,73,68,74,80,70,68,74,74,42,60,71,76,79,69,38,40,25
1627,75,72,74,87,75,84,75,59,71,61,76,69,66,79,63,74,82,78,39,62,69,54,43,70,64,70,61,25,45,21
1628,75,60,60,80,76,63,72,68,67,71,75,67,69,68,77,66,75,86,81,73,73,77,77,73,73,41,80,71,75,72
1629,75,64,49,56,74,71,67,71,63,71,73,67,72,67,69,74,74,81,89,69,69,84,75,56,73,69,75,69,72,69
1630,75,70,67,69,78,68,76,73,64,76,76,70,67,68,74,74,74,74,78,71,69,75,75,73,74,63,74,74,71,69
1631,75,74,62,59,79,59,77,74,58,75,76,77,66,85,77,93,60,64,73,42,64,71,64,69,76,63,67,66,62,55
1632,75,74,38,49,73,33,74,72,54,64,73,89,81,82,75,73,60,60,91,64,46,71,68,58,59,25,73,72,74,71
1633,75,70,73,51,72,57,82,65,56,66,74,91,88,88,66,91,81,81,68,58,69,72,38,70,64,62,72,40,35,24
1634,75,70,60,59,75,50,77,75,40,74,75,77,79,87,74,83,75,72,79,61,70,78,46,72,71,50,70,58,49,49
1635,75,48,40,75,72,43,64,49,40,65,67,47,58,57,74,50,76,65,92,81,57,89,75,54,59,53,66,74,77,69
1636,75,75,67,55,75,55,72,73,70,77,73,81,80,80,70,73,67,72,86,75,70,76,63,72,77,61,70,69,70,64
1637,75,70,55,60,76,49,68,67,52,61,75,67,72,68,80,71,57,73,75,69,43,84,75,61,65,56,81,60,77,82
1638,75,69,73,70,74,78,83,80,69,65,83,65,52,63,73,72,76,72,44,62,74,52,39,79,71,68,72,23,40,35
1639,75,30,75,79,69,68,66,56,30,42,74,66,55,69,76,49,76,59,69,86,68,49,23,76,61,68,71,28,24,21
1640,75,77,67,65,80,62,73,79,81,79,77,67,67,59,70,65,79,54,66,71,76,66,57,74,77,67,72,54,52,60
1643,75,40,38,78,71,34,59,43,66,72,60,54,65,50,67,45,86,71,63,90,65,80,70,46,58,39,71,72,76,72
1644,75,40,26,77,70,32,48,28,32,55,59,57,66,54,72,45,47,79,61,73,24,74,74,35,39,37,67,72,79,80
1645,75,35,27,78,62,35,36,31,35,31,68,67,60,41,72,74,45,75,79,77,28,71,75,35,40,42,61,78,78,71
1646,75,77,70,43,75,62,74,72,75,78,76,77,80,77,69,64,68,55,63,53,71,47,27,69,76,62,73,40,35,32
1647,75,62,70,72,76,80,75,70,49,63,78,68,69,66,76,59,77,60,69,77,74,76,43,74,73,76,73,48,38,32
1648,75,61,73,64,78,54,72,71,57,72,75,67,61,71,74,64,71,65,67,66,74,58,64,80,79,54,67,40,73,67
1649,75,34,75,83,64,76,70,46,36,57,74,57,62,66,71,62,75,78,71,79,72,72,34,78,59,77,70,43,29,26
1650,75,75,56,60,69,58,74,68,52,59,76,69,77,65,73,53,76,65,78,79,64,71,74,74,67,53,68,73,75,74
1651,75,14,21,70,60,15,38,18,23,64,60,67,52,48,70,44,33,77,57,82,18,75,76,22,20,28,68,75,78,76
1652,75,77,62,52,73,65,77,74,76,66,75,81,81,78,74,79,74,81,74,57,67,74,69,72,62,63,70,55,70,69
1653,75,43,22,75,65,19,35,48,58,65,63,52,54,62,70,60,45,72,68,86,45,78,73,21,53,49,71,73,75,74
1654,75,67,64,58,80,65,79,76,72,76,79,75,72,74,68,77,82,58,74,65,73,79,76,66,71,76,77,68,74,69
1655,75,32,34,78,72,36,53,44,45,66,69,69,72,50,71,63,57,66,72,85,39,65,76,30,43,54,71,62,80,79
1656,75,64,70,66,75,62,75,70,70,71,73,79,76,84,67,65,75,69,82,68,75,67,67,72,73,52,67,61,64,61
1657,75,69,84,64,62,68,86,65,71,61,73,83,89,79,62,80,81,74,66,65,66,56,51,70,70,76,75,38,47,47
1658,75,72,70,61,68,62,79,74,56,63,78,86,87,77,71,75,78,46,64,75,67,68,37,72,72,72,62,25,46,36
1659,75,38,36,72,60,36,48,36,27,62,61,67,67,65,70,59,52,83,69,78,34,84,75,28,44,32,66,77,74,76
1660,75,77,48,66,75,55,66,61,43,72,67,74,83,81,73,76,68,63,73,63,56,67,75,60,63,72,68,73,73,77
1662,75,70,66,46,67,61,79,76,72,62,78,89,86,83,72,79,73,36,73,61,68,59,18,73,71,69,70,30,35,28
1663,75,75,50,62,66,43,65,60,35,51,71,78,76,72,72,66,66,74,79,66,44,67,75,68,60,55,69,75,71,76
1664,75,78,43,60,74,44,77,53,71,66,79,77,77,75,77,72,80,67,74,52,77,65,75,75,41,55,72,73,69,70
1665,75,66,61,51,75,56,84,67,54,58,78,86,86,87,72,79,54,65,78,41,62,39,37,69,66,56,67,46,46,42
1666,75,83,57,74,78,72,70,86,77,76,74,54,56,61,77,59,83,74,66,71,75,77,77,72,73,68,70,74,78,76
1667,75,60,45,72,80,49,71,68,58,76,77,75,61,71,65,64,59,91,85,82,57,74,70,70,73,41,68,65,73,69
1669,75,74,68,73,76,74,69,74,67,74,75,64,67,72,76,68,76,71,82,73,72,62,73,76,78,74,76,74,70,67
1670,75,73,71,52,73,67,74,69,76,70,74,79,79,74,75,72,84,72,72,67,77,60,72,74,71,72,67,62,71,66
1671,75,67,62,74,70,73,67,62,59,66,71,63,61,62,69,63,74,71,75,79,74,88,80,69,68,63,72,72,76,72
1672,75,82,75,41,80,82,76,85,83,78,77,63,61,64,72,66,87,53,65,66,87,36,52,71,80,81,77,38,47,45
1673,75,77,43,41,73,62,74,73,72,70,73,69,78,71,72,73,73,77,86,62,70,68,73,72,67,53,66,75,77,76
1674,75,38,32,79,63,36,52,56,50,62,60,48,52,60,68,58,70,88,54,77,56,74,76,42,50,52,72,75,77,75
1675,75,79,73,59,78,59,77,75,56,75,75,67,61,76,71,86,59,57,73,58,70,48,48,69,75,49,67,52,49,46
1677,75,25,36,78,45,35,45,19,18,45,49,32,46,32,60,32,72,68,33,93,22,73,79,20,25,33,73,76,78,74
1678,75,39,20,75,58,22,48,36,28,59,57,51,64,34,68,42,71,55,68,92,45,87,67,29,39,47,66,78,76,73
1679,75,52,80,73,72,69,67,65,56,65,72,64,58,58,71,58,73,71,70,77,67,65,38,82,70,71,71,38,30,23
1680,75,72,68,40,72,61,75,49,45,66,74,90,88,93,65,94,69,91,78,29,67,36,21,75,72,73,77,62,20,21
1681,75,69,59,69,79,67,68,67,68,72,74,61,63,62,74,61,70,62,77,77,71,72,75,69,75,60,73,69,73,65
1682,75,62,35,66,72,37,62,43,40,70,68,64,64,67,80,73,48,84,74,72,44,77,82,52,57,51,80,80,80,79
1683,75,67,69,52,74,58,83,66,53,66,80,77,77,88,64,77,64,69,74,65,65,60,35,67,69,64,68,41,33,39
1685,75,62,57,72,76,44,59,57,54,71,72,68,70,61,81,61,72,73,87,72,67,82,72,65,56,66,73,80,70,74
1686,75,69,64,56,76,74,74,76,74,73,79,61,60,79,77,76,76,60,74,65,70,72,58,68,76,78,80,65,68,63
1687,75,65,58,64,79,60,75,64,58,76,77,69,69,67,72,67,70,58,72,65,67,68,70,69,71,64,66,64,69,63
1689,75,71,65,43,73,67,80,74,69,66,76,84,84,79,75,75,75,49,72,73,69,70,28,71,66,68,68,32,25,15
1690,75,76,51,60,69,61,71,71,62,69,73,87,79,77,70,66,78,73,79,69,73,85,75,68,64,69,68,70,74,74
1691,75,66,70,73,74,76,77,53,50,63,78,75,61,79,83,71,76,91,74,65,66,78,48,83,69,74,69,54,58,35
1692,75,78,71,55,69,68,82,81,72,65,80,66,63,72,80,83,73,73,51,58,72,65,45,76,76,85,81,44,42,40
1693,75,75,50,70,76,70,69,73,66,74,76,69,72,74,72,74,70,72,76,68,66,75,72,70,74,65,78,75,75,75
1694,75,67,65,41,78,67,77,68,56,72,75,85,87,91,72,85,72,65,87,57,73,67,67,68,72,63,72,57,65,65
1695,75,74,66,60,76,74,80,78,65,64,80,83,77,84,68,78,70,62,68,60,66,60,38,74,71,70,76,41,32,28
1696,75,60,65,66,73,58,69,56,54,72,73,62,65,55,70,59,80,67,56,79,73,89,75,62,70,62,75,82,73,73
1697,75,72,66,33,72,55,81,69,65,61,79,86,83,90,64,88,75,43,69,43,68,38,22,73,72,57,68,23,26,30
1698,75,39,29,72,73,41,54,59,75,71,64,35,37,46,72,54,53,62,74,86,36,87,76,47,50,44,69,67,75,74
1699,75,58,55,68,75,52,73,57,41,73,74,68,65,65,70,59,68,71,68,75,42,82,75,62,67,66,75,72,74,72
1700,75,69,60,70,76,72,76,64,50,69,75,86,75,88,75,81,76,90,91,66,74,72,74,74,70,58,73,69,74,72
1701,75,47,41,65,74,38,64,44,35,70,70,67,66,68,71,61,56,82,86,76,40,86,76,33,47,46,60,74,78,75
1702,75,69,74,56,74,69,78,70,69,66,76,81,79,79,69,77,75,67,73,67,71,48,50,76,73,68,66,48,41,43
1703,75,52,50,58,76,36,66,59,35,78,70,69,54,76,70,83,71,72,74,65,68,76,76,60,70,59,70,72,76,72
1705,75,73,71,44,75,51,77,56,55,76,77,66,68,82,66,81,66,46,61,55,70,31,52,72,77,72,71,23,33,32
1706,75,61,41,73,70,33,65,54,52,68,69,65,68,61,75,74,42,75,79,74,35,75,77,56,52,43,65,77,77,81
1707,75,61,73,60,67,70,77,69,55,60,78,92,92,92,74,89,85,53,77,52,78,68,38,74,70,64,69,25,39,30
1708,75,68,35,68,73,46,67,69,39,57,69,69,73,71,74,74,53,74,77,73,35,75,73,63,55,42,72,77,77,77
1709,75,77,64,68,75,64,79,77,76,74,76,77,74,77,74,71,63,45,82,71,66,34,45,75,76,76,67,32,23,22
1710,75,46,75,74,67,72,72,75,60,47,72,85,79,81,74,68,73,70,67,73,71,59,24,77,57,76,74,26,29,22
1711,75,75,75,68,72,63,74,81,75,62,75,70,70,78,72,75,70,73,73,57,75,65,22,76,76,68,75,13,27,23
1712,75,67,66,61,74,45,69,51,65,69,76,73,67,65,75,71,82,80,86,69,78,70,74,66,76,64,69,73,72,69
1713,75,30,29,74,65,24,49,46,41,60,55,43,49,42,71,35,60,76,66,69,41,72,82,26,33,43,68,75,81,79
1714,75,81,65,52,75,66,79,74,67,73,78,72,68,74,74,91,75,40,80,69,65,74,68,67,77,70,78,65,72,74
