Name,Overall,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
AndrÈ AndrÈ,77,72,68,64,80,64,78,78,61,76,81,68,69,74,73,74,74,70,72,61,70,77,76,76,75,84,80,73,74,65,9,11,15,9,7
VinÌcius J˙nior,77,65,70,50,70,71,81,77,62,48,80,92,94,90,70,82,74,74,79,59,68,48,26,74,69,65,75,32,25,18,5,7,7,7,10
B. Dûemaili,77,75,70,66,78,75,77,79,70,74,78,59,65,68,79,68,86,59,77,67,80,78,69,77,77,68,79,78,70,69,13,7,11,6,14
Juanpe,77,35,35,81,79,13,38,28,35,60,70,41,63,32,72,33,48,70,71,78,27,79,75,32,54,37,65,65,81,78,11,8,11,8,13
K. Fortounis,77,75,72,57,77,71,81,84,80,74,78,73,77,78,74,64,74,61,65,66,77,63,32,73,76,80,77,45,35,38,16,15,16,13,11
M. Vorm,77,13,14,17,39,12,18,12,14,35,35,53,54,63,80,53,23,72,36,65,19,23,28,10,32,41,63,22,11,14,78,72,70,73,78
B. Oczipka,77,81,50,68,77,47,73,61,70,74,74,66,76,65,76,62,75,75,79,77,64,76,74,66,60,70,74,74,79,78,12,14,7,6,10
R. Bentancur,77,58,53,62,83,45,82,46,49,77,83,67,73,68,72,68,63,74,83,67,62,66,66,60,73,50,80,75,72,64,8,7,14,14,12
T. Hern·ndez,77,75,50,72,76,62,78,63,64,52,72,90,90,76,66,61,75,62,75,79,56,75,69,58,47,41,65,72,76,79,12,10,7,7,7
M. Lowton,77,81,52,73,75,70,75,77,46,74,77,74,70,69,78,71,72,77,79,73,68,76,76,70,75,49,76,78,77,76,11,6,6,13,7
I. Diop,77,37,30,74,64,48,43,32,34,59,60,64,68,46,68,48,50,73,69,83,31,77,78,38,40,44,72,76,78,80,10,7,6,14,9
B. AndrÈ,77,72,61,74,80,56,75,68,46,79,76,68,73,73,76,72,69,85,81,77,65,75,73,70,76,66,76,74,78,71,8,14,15,7,10
C. Piccini,77,73,32,64,71,29,73,62,37,59,74,74,76,63,77,65,68,70,81,78,35,74,78,64,55,35,79,73,80,78,8,9,5,7,11
Paulinho,77,46,79,81,68,77,73,68,35,44,77,67,68,60,75,68,77,80,74,82,67,66,27,80,70,68,77,45,37,29,11,14,8,15,11
A. Diawara,77,64,39,59,82,46,76,62,37,76,80,68,70,78,76,69,66,58,84,70,56,82,77,54,78,52,75,73,76,72,11,14,5,11,11
Yuri Berchiche,77,79,56,72,70,59,66,77,55,68,74,78,77,73,72,71,78,85,82,77,77,85,69,49,48,59,75,74,78,83,12,13,9,8,11
JosÈ S·,77,18,15,14,30,17,17,12,21,20,20,42,48,50,76,40,19,65,34,72,18,20,18,17,55,11,32,14,19,15,78,76,68,75,79
F. Kamano,77,72,76,49,70,67,79,70,58,55,75,90,89,79,72,78,73,55,71,58,74,59,24,76,69,66,71,34,33,29,13,12,11,13,10
F. Cartabia,77,75,75,53,76,59,79,77,72,72,78,79,72,80,75,82,80,63,72,34,75,80,34,73,73,66,67,63,35,27,8,6,6,16,14
E. ‹nal,77,56,78,72,73,74,76,68,66,47,77,75,74,74,68,68,82,70,71,79,79,43,29,77,59,69,75,34,33,24,8,14,8,13,13
I. Radovanovi?,77,62,40,72,78,56,67,65,58,78,75,50,67,58,73,58,84,72,75,81,79,79,79,61,75,58,75,64,78,68,5,6,6,5,5
Renan Ribeiro,77,12,12,16,19,9,14,18,11,11,19,50,48,59,76,29,24,74,30,70,12,13,26,11,56,14,48,18,18,12,82,75,67,73,78
Jony,77,79,70,44,76,56,74,81,76,72,75,87,85,86,73,79,67,36,71,69,66,60,52,76,77,59,73,55,51,46,11,16,13,13,9
D. Buonanotte,77,74,62,36,74,61,79,83,76,73,79,91,85,90,74,94,69,58,63,30,78,30,25,69,77,71,71,35,31,18,15,16,16,9,13
Tom·s Pina,77,55,62,68,79,59,76,65,60,78,78,60,54,64,77,51,73,69,69,72,68,73,76,71,74,59,65,61,77,69,8,12,11,7,15
N. Pallois,77,61,41,68,68,45,57,36,41,68,60,49,63,54,69,34,75,76,67,90,57,86,77,22,52,45,73,77,79,75,15,16,10,15,6
D. Latza,77,71,33,61,80,47,71,54,59,77,80,68,64,74,75,75,75,73,90,68,77,79,72,70,77,73,79,77,71,67,7,16,14,6,16
F. Belluschi,77,77,66,58,75,75,76,82,79,76,78,69,69,79,78,74,83,69,63,70,80,73,69,74,82,75,78,68,65,59,11,9,12,13,7
O. Abdulrahman,77,76,70,35,75,65,80,77,75,77,76,85,77,87,65,85,72,53,74,43,72,44,25,70,80,64,68,46,26,30,12,13,14,11,8
O. Trejo,77,73,73,64,75,72,80,74,69,70,79,67,73,85,76,76,73,63,86,71,68,70,62,74,79,73,74,66,65,55,14,14,7,16,11
N. Barella,77,72,63,40,79,53,80,73,67,78,77,79,77,76,74,80,65,59,82,61,65,82,75,65,74,73,74,68,72,68,11,5,13,14,11
AngeliÒo,77,83,56,53,76,62,80,83,75,74,79,87,85,75,72,82,80,80,86,72,66,77,73,74,74,55,67,68,74,72,13,6,13,13,13
Vieirundinho,77,42,29,74,66,28,48,36,30,69,64,63,59,56,66,42,65,54,80,88,41,82,76,26,32,47,68,83,77,72,13,16,11,6,9
F. Orellana,77,75,77,69,76,61,82,80,79,74,80,77,71,79,79,66,64,66,54,34,80,54,31,75,76,75,69,43,37,25,12,7,15,16,15
F. Grillitsch,77,68,58,61,81,53,76,47,68,77,81,55,55,68,78,64,65,48,69,68,55,49,73,70,78,50,80,68,69,50,13,12,7,14,7
C. OrtÌz,77,53,48,44,77,55,71,63,43,60,75,68,68,73,74,73,70,71,90,77,64,72,82,69,69,40,77,75,80,70,10,7,12,15,12
Bruno Viana,77,44,37,80,72,39,52,44,42,63,63,63,64,53,75,58,57,70,75,74,37,78,77,34,40,52,68,81,78,74,7,7,14,6,6
J. Maidana,77,56,32,76,68,42,40,45,46,75,63,48,52,58,73,41,45,80,58,88,32,84,73,50,55,46,73,79,76,71,12,9,14,14,14
R. Funes Mori,77,66,40,79,70,25,63,49,58,62,70,61,68,65,69,61,69,77,67,78,56,83,76,49,59,52,64,75,77,74,9,9,13,10,7
D. Kohr,77,42,57,72,76,45,70,51,46,69,77,66,69,66,75,71,60,82,79,76,63,90,81,46,69,47,69,76,77,69,6,11,9,10,7
F. HiguaÌn,77,75,69,62,78,71,73,77,78,75,77,69,57,71,79,75,75,65,65,62,79,65,43,76,81,68,77,52,47,40,7,16,11,12,15
A. Bar·k,77,72,68,60,80,64,78,62,66,78,80,66,68,63,72,63,81,58,77,78,78,58,64,74,76,66,76,25,66,62,14,15,10,12,11
F. Andone,77,62,75,76,67,74,70,58,55,53,74,76,73,76,83,69,77,78,86,74,72,86,51,84,67,74,85,46,52,38,8,6,11,15,6
Adri·n,77,60,80,71,73,76,82,77,57,55,84,70,61,73,77,65,78,74,48,68,77,58,32,78,71,67,66,20,19,16,13,14,12,6,15
G. Gonz·lez,77,33,40,72,60,38,59,45,22,60,60,68,68,58,73,61,68,73,66,77,41,79,77,37,45,35,68,84,80,76,9,10,10,15,12
Ot·vio,77,59,44,64,76,49,69,47,49,69,72,68,66,72,74,70,66,74,78,73,52,80,81,59,53,48,74,80,80,76,8,10,15,12,9
D. Janmaat,77,79,60,71,75,67,77,64,56,68,79,68,69,68,79,63,76,69,86,70,66,79,75,68,70,62,66,74,75,74,15,10,7,11,7
R. Funes Mori,77,65,80,77,70,72,75,75,58,65,74,78,75,79,78,72,74,78,84,76,68,80,49,80,72,70,76,25,45,44,8,10,15,6,15
P. Schick,77,64,77,74,74,67,82,78,56,59,80,74,73,83,74,67,72,69,62,70,73,59,22,78,73,58,77,50,24,19,11,15,8,9,14
Aleix Vidal,77,75,67,58,78,48,81,69,46,64,82,89,93,77,80,77,84,82,70,68,59,80,73,66,70,51,71,73,69,73,8,7,8,12,12
A. Schˆpf,77,76,72,44,75,65,80,69,61,62,79,78,77,78,76,77,68,62,95,62,72,60,59,74,65,64,73,61,60,50,13,6,13,11,10
W. Boly,77,50,32,75,70,23,48,43,35,58,60,57,69,55,71,45,52,62,58,93,21,79,76,43,52,56,76,72,78,78,7,8,15,10,9
Alberto Moreno,77,78,59,61,74,35,76,59,40,64,79,85,87,84,72,87,80,86,81,61,74,83,72,69,58,54,63,68,73,76,10,14,9,10,11
C. Villanueva,77,65,64,41,80,81,79,75,80,77,77,63,62,89,75,81,79,35,73,44,78,40,42,68,79,73,74,66,44,36,16,11,15,15,7
M. Weiser,77,78,63,65,79,59,85,69,52,68,83,85,77,85,78,78,58,67,79,64,61,69,75,74,79,58,80,71,74,74,13,15,10,13,9
G. Escalante,77,62,56,58,74,59,67,63,52,73,72,71,72,66,72,70,79,76,84,73,58,85,78,61,71,64,74,73,80,77,10,12,7,12,11
M. Holgate,76,61,37,73,74,40,65,40,35,70,67,68,71,62,73,57,51,69,70,72,42,75,77,50,55,40,68,75,78,77,13,12,9,8,16
J. Hopf,76,20,13,20,29,20,15,24,19,38,23,42,47,41,68,30,19,53,23,81,17,38,21,14,44,19,62,18,16,18,74,76,73,78,78
D. Zurutuza,76,69,74,65,78,55,78,69,59,73,77,63,59,71,81,55,65,44,61,72,75,72,78,72,77,61,71,65,73,67,10,14,11,14,7
Juanmi,76,64,78,74,75,73,78,60,57,53,79,77,77,78,81,78,70,75,70,46,72,57,23,82,69,63,69,25,28,25,11,6,9,12,9
K. Gibbs,76,72,48,68,73,47,71,66,52,65,75,78,80,76,77,74,67,71,80,67,59,72,75,68,65,63,73,73,77,76,6,11,8,9,15
F. Fern·ndez,76,23,26,77,68,21,39,49,40,58,65,47,50,48,71,48,27,76,65,78,29,79,76,36,44,42,71,76,78,77,12,12,13,14,12
L. Kalini?,76,15,12,15,18,15,11,18,13,16,15,30,39,26,71,22,25,58,31,73,19,39,23,7,42,22,58,13,17,17,81,75,42,76,80
N. Radoja,76,44,72,51,77,32,70,37,36,78,73,52,38,57,74,46,63,62,64,73,71,74,77,79,80,42,68,60,80,78,11,13,12,9,7
N. Blandi,76,55,80,80,68,77,65,55,54,60,78,64,61,76,78,57,76,84,74,68,72,49,43,83,45,74,79,33,30,27,13,10,15,15,15
David Junc‡,76,78,35,70,72,43,64,69,58,61,77,79,77,77,67,79,61,75,86,76,46,75,74,55,48,55,67,65,74,78,10,9,16,8,9
Wu Lei,76,68,78,69,74,72,76,67,69,65,75,88,86,79,78,83,76,89,71,54,67,65,23,78,70,53,65,34,37,31,10,15,13,12,7
Gabriel Boschilia,76,69,73,55,75,62,80,78,84,69,79,76,73,79,65,81,76,59,64,43,81,47,27,68,73,59,65,46,48,56,7,12,8,11,10
Iuri Medeiros,76,78,72,45,76,73,81,88,82,72,79,79,68,88,70,92,78,61,53,41,78,67,30,69,76,79,79,36,31,26,7,8,7,9,12
M. Phillips,76,80,68,54,67,57,79,78,48,65,74,86,86,78,66,71,77,54,68,78,72,54,32,71,72,61,67,49,45,34,14,16,16,10,10
Iv·n CuÈllar,76,35,15,13,23,17,14,25,20,28,13,59,43,57,73,46,24,65,44,65,12,28,18,12,44,25,56,20,11,15,74,76,78,73,78
J. Lˆssl,76,14,12,17,35,11,15,14,13,39,19,29,34,32,72,30,22,51,25,67,15,17,20,10,53,12,56,20,13,15,74,77,67,74,77
Mario Su·rez,76,64,62,68,79,43,72,66,70,78,79,42,58,54,76,48,80,58,72,80,69,73,78,59,75,59,74,47,75,69,9,13,16,12,11
W. Bony,76,45,77,81,68,76,70,66,58,45,76,51,50,42,73,66,83,74,33,91,72,75,38,80,65,77,77,24,42,28,10,8,5,7,11
S. Doumbia,76,46,73,76,70,75,74,67,69,63,73,87,89,70,71,70,75,82,51,73,68,60,29,74,70,80,78,32,39,34,12,15,13,6,12
D. Reyes,76,49,45,78,77,37,67,45,36,68,74,63,65,68,73,55,49,70,68,69,47,64,79,44,52,50,67,78,76,79,8,14,12,7,8
Bernat,76,79,57,53,79,59,84,76,51,64,83,79,78,86,77,88,62,73,77,55,62,68,73,73,70,53,69,69,75,74,8,9,12,11,16
V. Behrami,76,68,54,66,74,69,70,70,68,72,74,67,67,70,72,69,76,70,73,74,70,90,74,66,70,67,76,72,78,76,12,11,7,15,11
S. Langkamp,76,32,22,82,64,22,35,23,22,57,47,51,55,51,74,46,48,65,53,83,24,73,68,25,40,38,67,77,81,78,8,6,14,15,9
J. Sosa,76,78,60,50,78,77,82,86,85,76,82,67,72,74,75,76,79,47,70,65,74,69,60,74,78,75,78,65,60,60,11,15,13,6,9
A. TourÈ,76,48,38,51,72,42,60,49,49,73,75,56,42,38,71,38,77,30,75,89,77,73,77,46,56,39,61,77,79,74,8,15,9,9,7
JesÈ,76,72,71,42,76,55,81,78,66,69,80,85,79,85,67,74,73,71,61,60,72,29,33,75,70,68,74,17,23,12,13,7,6,13,15
D. Ings,76,62,76,71,69,66,77,57,36,61,76,79,76,74,74,77,74,79,70,70,67,60,39,79,68,68,70,22,24,27,10,13,12,16,6
M. Esser,76,10,8,25,39,9,15,14,17,35,17,32,48,30,70,28,21,67,37,82,19,40,30,6,48,23,53,20,15,16,76,74,69,75,78
F. Acheampong,76,62,78,55,69,67,80,66,50,61,74,92,94,93,76,91,79,90,90,71,64,66,45,76,65,63,67,42,62,52,14,9,10,16,13
R. Knoche,76,30,38,79,66,28,42,33,39,69,57,50,46,52,74,49,58,67,61,78,35,68,79,37,39,37,71,76,79,75,14,10,16,10,9
O. Vlachodimos,76,15,12,13,27,14,13,17,13,24,23,42,44,60,77,38,19,74,39,68,16,32,23,14,40,18,46,11,14,12,79,68,65,74,82
J. Denayer,76,58,42,73,72,35,67,35,29,66,69,69,71,66,73,62,51,76,69,79,36,71,76,36,51,39,76,74,77,75,7,10,15,15,15
S. Rode,76,66,55,66,75,55,71,51,52,71,72,69,64,70,74,74,75,76,68,74,65,83,79,69,71,51,74,78,77,77,9,8,14,7,11
Wendel,76,66,64,57,77,68,79,70,64,73,78,76,80,78,75,69,85,62,77,68,83,68,74,69,74,66,80,72,75,66,14,5,13,6,7
A. Nagy,76,72,48,54,80,68,80,74,62,78,80,73,73,82,74,79,58,54,78,54,58,65,75,64,78,58,76,75,73,67,10,7,6,10,14
Alfa Semedo,76,49,48,72,74,55,69,55,44,75,73,68,69,54,75,50,79,62,89,85,70,81,74,64,67,47,69,73,78,66,14,14,7,11,9
A. Barnes,76,66,77,78,70,72,74,60,56,63,77,64,60,68,76,71,81,82,77,78,67,87,41,79,70,77,78,43,46,39,6,10,11,10,10
Alan Kardec,76,68,76,82,65,67,70,56,61,57,73,73,70,68,75,62,78,77,78,77,72,53,33,78,59,69,67,26,29,24,7,16,12,10,9
Marcelo,76,37,24,77,63,28,44,27,27,64,55,66,64,64,71,68,35,90,66,71,22,73,79,20,43,35,70,82,79,74,6,16,6,10,8
E. Boateng,76,57,75,71,69,73,78,55,41,46,76,89,88,89,72,79,78,92,79,72,64,64,37,73,56,64,65,36,35,33,15,13,13,14,12
Dalbert,76,76,52,60,72,52,78,68,47,68,75,91,91,83,68,67,72,59,80,67,60,74,68,72,66,42,69,72,74,74,7,11,7,9,9
A. Halilovi?,76,76,58,24,80,64,79,80,69,70,81,78,74,78,74,88,64,54,68,32,72,40,54,70,80,75,72,60,36,28,15,11,11,13,10
I. Popov,76,71,74,66,76,71,74,67,76,72,79,80,73,75,74,60,79,62,73,68,72,73,49,76,75,71,72,42,50,44,14,7,7,15,8
T. Cleverley,76,74,64,48,77,68,74,59,62,76,74,63,69,69,77,75,74,61,77,53,75,71,65,74,77,72,67,56,71,52,15,11,9,12,13
M. Livaja,76,46,76,73,74,67,77,59,46,39,79,72,76,62,75,61,80,78,68,77,62,88,25,74,72,62,72,39,22,16,15,9,12,15,12
M. Uribe,76,68,73,67,77,50,73,63,63,76,77,76,74,70,70,72,75,75,92,75,71,72,70,71,71,68,74,64,70,69,16,13,16,7,14
P. Bargfrede,76,60,47,59,74,60,65,57,59,74,73,61,54,74,76,76,77,61,70,68,66,86,77,62,68,49,75,81,78,74,9,12,7,10,16
J. Jankto,76,70,66,68,78,60,76,71,50,75,78,79,79,76,76,74,79,62,73,64,74,68,64,78,75,50,75,68,70,66,7,16,9,14,15
Junior Firpo,76,77,61,74,72,55,67,65,43,70,77,81,80,63,71,62,62,64,77,74,61,55,74,71,59,38,65,70,77,78,7,7,7,14,14
D. D'Ambrosio,76,71,48,71,69,54,69,63,62,64,72,72,72,74,76,70,66,78,76,68,58,77,75,65,54,60,72,78,79,77,9,10,15,13,15
D. Boyko,76,11,18,18,29,7,16,11,14,41,22,49,48,58,79,28,38,75,33,79,17,38,12,9,42,15,64,19,12,11,77,69,68,74,78
M. DÌaz,76,74,55,63,84,66,70,83,82,76,75,63,51,75,74,94,84,74,84,67,77,80,75,64,72,66,73,70,72,68,2,2,2,2,2
S. Vokes,76,59,77,84,68,70,65,61,46,60,76,50,55,50,76,60,80,89,73,84,71,80,42,78,70,79,75,42,38,29,13,14,9,9,7
HÈldon,76,76,71,59,67,65,78,73,71,58,76,86,84,83,74,77,75,63,74,53,67,46,31,72,74,71,74,23,25,21,7,14,11,6,14
Mario Hermoso,76,71,29,72,67,37,61,65,55,63,72,78,88,78,70,71,61,86,77,77,32,76,76,64,52,45,68,72,79,78,13,8,10,5,8
F. Bartels,76,71,74,43,71,65,80,76,56,68,80,79,76,78,77,84,70,70,65,50,68,55,53,75,71,60,78,52,37,28,9,8,14,12,8
K. Malcuit,76,78,66,63,76,56,78,58,47,69,75,80,87,76,70,70,66,72,77,76,56,77,71,66,66,55,67,72,74,75,12,13,12,9,11
R. Marin,76,76,66,55,77,73,75,78,76,81,74,66,68,73,67,70,80,65,79,65,78,66,70,75,76,68,71,65,59,57,11,14,6,8,8
Ayoze PÈrez,76,48,78,66,71,77,82,79,60,51,78,77,75,83,76,78,66,71,77,53,64,70,35,80,71,73,73,45,42,28,12,12,11,14,8
J˙nior Moraes,76,36,80,68,72,65,73,53,35,33,74,74,76,68,79,73,69,68,71,67,75,46,41,80,58,70,69,22,13,13,11,12,8,5,10
V. Berisha,76,63,66,42,73,68,77,72,66,71,78,83,79,84,73,69,76,79,86,74,73,81,56,72,76,69,78,66,56,54,6,14,15,15,13
R. Freuler,76,70,64,41,78,68,73,60,70,74,76,69,69,71,76,61,70,58,78,66,70,60,72,76,74,61,76,76,72,68,12,8,9,14,13
Ganso,76,79,72,56,82,75,82,80,76,80,83,36,34,68,67,54,77,29,56,67,76,56,47,71,80,76,75,31,29,30,9,12,14,7,11
Vicente GÛmez,76,57,66,74,82,48,67,61,65,77,77,35,35,62,70,35,63,58,70,73,60,65,75,70,79,46,70,67,72,68,15,13,9,6,16
M. Paöali?,76,68,66,65,78,69,77,69,59,74,79,60,66,69,74,54,77,69,78,78,75,76,72,70,74,61,74,61,72,64,11,13,13,13,14
Vitor Hugo,76,32,26,82,41,33,39,33,34,37,49,66,69,43,73,47,49,79,60,78,22,80,76,27,33,49,70,75,78,80,14,7,14,9,13
B. Fornaroli,76,56,78,66,68,71,74,74,72,49,76,78,74,78,76,81,74,74,76,80,63,65,36,80,70,74,80,29,40,37,16,16,15,15,8
R. Snodgrass,76,82,71,44,74,65,76,82,82,72,80,61,65,72,73,67,81,57,73,70,76,82,46,76,79,73,77,42,56,41,8,15,14,12,10
Francisco Geraldes,76,68,55,47,73,65,84,73,72,69,82,78,75,86,78,76,64,57,73,44,57,57,29,73,78,60,77,52,43,42,10,14,9,7,14
I. Ordets,76,41,46,74,66,59,38,39,46,61,61,61,69,48,71,38,73,56,79,88,57,70,76,38,34,34,68,78,77,73,15,14,10,13,11
D. Santon,76,76,46,65,76,57,75,74,43,69,75,67,74,66,73,57,74,74,74,72,68,72,76,63,64,57,74,75,77,76,15,10,15,14,8
M. Niang,76,65,68,64,70,72,81,68,66,57,80,85,91,82,66,65,86,69,64,69,73,50,30,77,72,70,69,30,24,20,4,6,4,4,4
O. Wendt,76,78,56,63,77,50,73,77,60,73,77,75,76,72,78,69,76,68,73,67,65,69,74,72,72,65,74,69,77,73,9,12,10,13,11
C. Riveros,76,74,69,70,81,64,69,67,68,77,76,60,53,79,72,70,71,65,75,62,71,72,65,76,77,71,80,76,61,62,9,13,6,16,15
F. Benkovi?,76,28,25,76,64,19,50,18,26,60,58,61,66,50,70,44,48,76,73,86,22,82,75,34,49,42,70,73,75,75,15,8,6,10,8
M. Torres,76,76,63,53,81,46,73,75,63,80,80,55,53,85,72,76,79,55,66,65,77,62,52,73,83,64,72,40,52,12,16,14,12,8,7
M. Noble,76,71,60,62,77,68,74,71,67,79,76,42,45,62,73,72,74,57,78,70,68,85,73,64,78,88,77,71,74,76,7,6,14,16,11
M. Rashica,76,76,69,50,68,68,80,71,61,64,77,93,86,90,70,77,79,41,75,57,72,67,26,68,70,45,72,53,29,36,7,14,7,14,6
C. Benteke,76,58,75,87,64,67,65,60,64,48,74,59,68,66,67,46,78,82,66,87,69,56,29,73,68,71,70,28,25,18,14,5,12,8,5
RÙmulo,76,77,60,56,76,57,77,77,76,74,77,74,74,77,72,76,75,67,88,68,69,70,74,74,72,77,80,67,74,72,5,7,14,5,12
D. PabÛn,76,69,72,51,69,77,78,76,76,70,73,86,84,81,76,83,86,77,87,81,77,74,44,79,74,73,72,30,40,33,15,11,15,14,9
Embarba,76,71,72,45,78,53,76,62,65,76,72,76,79,79,76,78,69,61,77,61,68,56,49,75,79,62,61,41,52,49,13,6,6,14,11
C. Kerbrat,76,50,49,70,71,32,60,50,44,66,70,59,66,60,69,62,54,71,73,77,55,75,78,39,49,54,72,77,78,77,7,7,16,13,11
L. Teodorczyk,76,57,77,82,69,75,65,50,49,45,70,66,74,61,72,58,77,69,82,81,68,77,24,80,65,65,74,37,22,20,15,11,7,7,14
Alexo Baia,76,72,51,66,77,39,77,51,52,74,71,74,77,81,75,72,34,65,80,61,51,81,71,55,56,66,73,77,76,77,15,8,15,10,13
David Seijalbo,76,48,45,60,77,53,50,47,44,76,70,58,70,77,79,76,65,81,88,80,62,83,70,36,52,62,80,81,77,68,7,12,10,16,9
N. N·ndez,76,57,66,48,76,31,74,46,52,69,76,78,78,81,80,79,74,77,91,82,65,83,78,73,70,55,79,77,76,73,8,8,14,5,15
L. Rupp,76,74,64,45,79,63,78,73,60,74,79,70,67,77,74,80,75,66,79,59,67,63,64,68,76,63,70,67,72,69,5,12,7,8,9
Jordi Amat,76,31,34,74,68,28,50,40,36,52,65,61,69,59,70,57,75,78,66,79,65,82,71,30,59,28,69,76,76,79,9,6,7,16,8
W. Caballero,76,12,11,22,33,13,12,23,11,48,30,43,46,39,73,55,23,70,37,69,14,30,19,7,47,16,57,14,11,12,75,72,71,77,76
F. Di Francesco,76,77,60,40,77,72,83,78,69,67,82,82,83,79,72,77,74,44,76,65,70,42,34,74,68,69,74,48,38,36,11,10,6,10,5
O. El Kaddouri,76,73,63,71,78,70,77,77,72,75,80,73,75,72,71,54,81,70,70,77,77,56,61,74,77,70,72,50,59,53,5,14,6,6,9
T. Rogi?,76,61,70,60,76,68,82,76,57,70,82,74,66,74,64,75,82,52,55,77,80,48,38,75,73,56,83,46,48,41,12,11,13,12,11
G. Tˆre,76,79,66,59,74,59,81,75,68,76,80,82,84,82,65,80,74,58,66,75,70,78,43,67,71,66,70,45,38,32,11,10,7,12,11
M. Destro,76,56,78,76,68,70,74,68,51,42,76,73,73,73,72,76,74,79,58,68,60,60,20,82,58,69,76,28,22,20,6,14,15,9,11
JosuÈ,76,73,71,57,75,67,78,78,73,74,77,66,70,77,73,80,82,52,71,61,77,80,54,73,76,75,71,49,53,59,15,10,15,16,10
A. Bizzarri,76,11,17,10,27,19,18,19,18,26,23,55,45,53,68,51,19,68,31,55,19,40,19,10,49,20,60,11,12,11,76,74,66,82,76
Ki Sung Yueng,76,73,69,71,84,55,74,76,77,79,80,60,61,67,66,59,82,68,69,70,71,68,54,72,79,76,81,60,70,71,14,9,7,9,10
H. Onyekuru,76,69,78,57,67,69,83,58,45,63,76,90,90,91,69,81,71,91,70,44,73,53,18,70,67,65,70,37,38,25,12,9,9,6,11
N. PÈpÈ,76,68,72,44,66,60,81,77,65,49,78,90,87,90,78,75,77,68,76,56,70,43,25,75,69,62,73,28,20,19,11,14,11,6,8
Matheus Pereira,76,73,73,43,73,72,82,78,71,63,79,79,79,83,72,88,74,66,74,55,72,61,39,74,69,71,80,43,37,29,15,12,15,15,9
Y. Salibur,76,74,74,58,72,62,78,72,74,67,76,90,85,82,72,75,78,77,69,68,76,46,48,74,71,65,73,37,33,35,12,13,11,10,7
E. Vargas,76,69,76,65,72,81,81,72,58,66,78,84,76,86,77,72,77,77,76,65,74,60,25,76,73,70,73,34,45,36,13,13,10,8,10
L. Magall·n,76,45,35,76,66,27,57,32,34,56,62,60,63,65,73,65,50,90,78,80,33,70,79,34,44,44,70,77,75,72,7,9,7,14,16
Danny,76,77,67,47,77,68,80,82,74,75,82,64,63,76,71,74,71,70,60,54,70,73,43,74,77,67,82,48,35,32,7,11,6,11,5
C. HÈrelle,76,60,40,80,77,35,58,49,42,68,66,62,66,62,71,62,59,77,75,70,49,71,77,49,45,47,66,75,78,76,15,10,14,12,13
E. Mangala,76,53,27,77,58,44,46,47,48,56,50,59,67,62,62,60,67,86,64,87,48,89,71,39,47,48,58,72,79,79,10,13,6,10,14
O. SelnÊs,76,62,56,63,80,63,72,69,67,76,76,67,66,70,73,66,66,53,80,69,64,71,76,55,76,51,70,71,73,68,12,13,8,12,10
VÌctor V·zquez,76,72,68,49,81,70,77,80,74,78,80,53,50,60,79,74,69,37,69,59,72,55,55,77,79,71,79,45,50,28,8,16,8,15,8
Diego MariÒo,76,22,16,20,34,18,14,14,11,32,19,47,53,68,75,53,23,77,34,67,14,24,22,11,38,23,56,16,15,14,76,72,70,72,79
Carles Planas,76,80,52,68,76,35,69,59,55,58,75,69,75,71,74,77,54,84,74,76,56,73,75,61,59,51,66,62,77,79,15,11,15,12,14
G. Fern·ndez,76,72,66,47,74,51,78,75,75,73,76,77,73,75,76,66,76,64,80,70,77,61,54,71,76,68,70,68,73,67,9,14,6,11,6
Soldado,76,66,77,76,78,81,74,70,68,58,76,56,60,65,74,64,79,76,55,70,71,73,41,77,75,79,76,38,41,38,13,13,14,9,6
A. Ekdal,76,67,60,60,78,66,74,74,70,77,79,54,52,61,73,58,72,66,75,75,69,83,70,70,74,68,75,74,71,62,5,5,5,5,5
Gedson Fernandes,76,71,64,61,75,64,77,68,70,72,77,81,78,79,77,71,80,69,88,73,77,77,68,71,73,61,74,68,72,71,9,15,7,9,5
M. Darmian,76,69,55,68,76,59,74,69,35,66,75,73,73,77,76,76,69,68,75,64,56,74,77,64,63,45,76,77,79,78,6,7,7,12,7
N. Chalobah,76,58,55,71,78,53,74,51,38,79,78,62,69,71,70,65,75,70,69,75,67,74,72,62,76,49,68,70,77,74,12,9,15,8,8
R. Pizarro,76,72,70,58,78,73,79,70,54,72,77,81,82,82,70,74,72,70,89,72,68,50,65,72,74,67,70,69,61,61,15,15,9,9,7
AndrÈ Simıes,76,68,65,70,75,60,74,68,47,75,77,77,82,75,74,74,75,77,87,68,72,61,70,62,74,65,74,71,79,79,11,15,14,12,6
S. Tshabalala,76,74,72,39,73,72,78,73,75,65,76,78,77,80,75,90,69,52,85,60,78,49,37,73,78,64,74,62,40,32,9,16,13,6,6
L. Rossettini,76,35,29,76,58,34,50,42,36,58,54,59,55,58,70,50,65,78,59,81,60,76,76,32,28,45,74,80,78,77,5,5,5,5,5
